city,sales,volume,median,listings,inventory,date
Houston,4645,829875082,141500,35809,5.3,2007/01/01
Houston,5525,1069620954,147200,36443,5.4,2007/02/01
Houston,6775,1371736948,151500,38552,5.7,2007/03/01
Houston,6809,1374714520,149300,40486,6,2007/04/01
Houston,7925,1662459290,154200,41864,6.2,2007/05/01
Houston,7947,1704841459,158900,42766,6.4,2007/06/01
Houston,7551,1559002866,154800,42919,6.4,2007/07/01
Houston,7856,1651039958,157300,43107,6.4,2007/08/01
Houston,5581,1116470024,149900,43038,6.5,2007/09/01
Houston,5848,1143651372,146500,42332,6.4,2007/10/01
Houston,5515,1098384062,148900,41069,6.3,2007/11/01
Houston,5691,1207940109,154700,39100,6,2007/12/01
Houston,4061,766263358,139500,39790,6.2,2008/01/01
Houston,5036,1013275596,151000,40104,6.3,2008/02/01
Houston,5802,1174693656,151800,40896,6.5,2008/03/01
Houston,6049,1230287377,150300,41214,6.6,2008/04/01
Houston,6781,1429360550,155800,41318,6.7,2008/05/01
Houston,6981,1560573868,160100,41474,6.8,2008/06/01
Houston,6718,1475562246,159900,41038,6.8,2008/07/01
Houston,6251,1375038936,158900,39203,6.7,2008/08/01
Houston,4068,838147532,155300,37623,6.6,2008/09/01
Houston,4710,900418006,141900,36308,6.4,2008/10/01
Houston,3731,690511609,137500,34493,6.3,2008/11/01
Houston,4981,942586753,145200,31637,5.8,2008/12/01
Houston,3108,512465082,130900,31654,5.9,2009/01/01
Houston,3785,677290700,137800,31999,6.1,2009/02/01
Houston,4751,906519341,145500,32462,6.3,2009/03/01
Houston,4617,883272862,149000,31772,6.3,2009/04/01
Houston,5227,1086192654,155800,31649,6.4,2009/05/01
Houston,5990,1302481023,163400,32247,6.7,2009/06/01
Houston,6327,1360027881,161300,32643,6.8,2009/07/01
Houston,5512,1143676294,158900,32108,6.8,2009/08/01
Houston,5320,1068598207,155000,31579,6.5,2009/09/01
Houston,5437,1055633161,147600,31378,6.4,2009/10/01
Houston,5084,989179001,150300,31384,6.3,2009/11/01
Houston,4948,1050628808,151200,29964,6,2009/12/01
Houston,2856,544338012,142300,31581,6.3,2010/01/01
Houston,3684,731357757,146500,32695,6.6,2010/02/01
Houston,5389,1116539769,152300,34880,6.9,2010/03/01
Houston,5932,1191105918,151800,34555,6.7,2010/04/01
Houston,6335,1289709166,152500,36724,7,2010/05/01
Houston,6117,1324315238,156800,39303,7.5,2010/06/01
Houston,4719,1028687548,157100,40409,7.9,2010/07/01
Houston,4691,994092936,156900,40154,8,2010/08/01
Houston,4355,915074585,153200,39159,7.9,2010/09/01
Houston,4075,824541611,148400,38114,7.9,2010/10/01
Houston,3924,842238262,150100,37031,7.8,2010/11/01
Houston,4730,1028424811,157500,34971,7.4,2010/12/01
Houston,3119,601936109,136500,35263,7.4,2011/01/01
Houston,3627,754302095,150900,35521,7.5,2011/02/01
Houston,5077,1070346087,148500,36556,7.7,2011/03/01
Houston,5162,1030866672,148800,37134,8,2011/04/01
Houston,5470,1173109967,154400,37182,8.1,2011/05/01
Houston,6158,1375914670,159800,36929,8,2011/06/01
Houston,5485,1199947148,158500,35841,7.7,2011/07/01
Houston,6028,1277659324,157600,34388,7.2,2011/08/01
Houston,5061,1048997852,154700,33502,6.9,2011/09/01
Houston,4433,901577534,150700,32431,6.7,2011/10/01
Houston,4273,882601259,153800,31055,6.4,2011/11/01
Houston,4961,1076039647,160100,28741,5.9,2011/12/01
Houston,3336,635855547,137800,28634,5.8,2012/01/01
Houston,4198,834998423,149200,28583,5.8,2012/02/01
Houston,5389,1200579097,161700,28548,5.7,2012/03/01
Houston,5629,1235085496,161100,29111,5.8,2012/04/01
Houston,6743,1565958406,168000,28819,5.6,2012/05/01
Houston,6990,1620900791,170700,28834,5.5,2012/06/01
Houston,6842,1541655520,169300,28514,5.4,2012/07/01
Houston,7112,1566297243,163900,27090,5,2012/08/01
Houston,5479,1186230552,163300,26019,4.8,2012/09/01
Houston,5866,1280422125,162100,24828,4.5,2012/10/01
Houston,5449,1231393037,166700,23592,4.2,2012/11/01
Houston,5610,1335407998,171000,21632,3.8,2012/12/01
Houston,4273,852045057,149500,21364,3.7,2013/01/01
Houston,4886,1060985674,161900,21293,3.6,2013/02/01
Houston,6382,1479273481,172300,20909,3.5,2013/03/01
Houston,7116,1770746764,182400,20607,3.4,2013/04/01
Houston,8439,2121508529,186100,20526,3.3,2013/05/01
Houston,7935,2073909387,191600,21008,3.3,2013/06/01
Houston,8468,2168720825,187800,21497,3.3,2013/07/01
Houston,8155,2083377894,186700,21366,3.3,2013/08/01
Houston,6706,1638923780,180200,21207,3.2,2013/09/01
Houston,6551,1544551772,176000,20508,3.1,2013/10/01
Houston,5557,1356418081,181400,19331,2.9,2013/11/01
Houston,6380,1658872245,187500,17857,2.7,2013/12/01
Houston,4418,1048623186,175600,17882,2.6,2014/01/01
Houston,5311,1299312313,182000,17623,2.6,2014/02/01
Houston,6609,1699304949,191200,17857,2.6,2014/03/01
Houston,7073,1878943009,194400,18029,2.7,2014/04/01
Houston,7877,2154791886,199300,18883,2.8,2014/05/01
Houston,8391,2342443127,211200,19725,2.9,2014/06/01
Houston,8391,2278932511,199700,20214,3,2014/07/01
Houston,8167,2195184825,202400,20007,2.9,2014/08/01
Houston,7154,1890290143,195800,19566,2.9,2014/09/01
Houston,7235,1862033446,191200,18976,2.8,2014/10/01
Houston,5661,1510435168,195200,18240,2.6,2014/11/01
Houston,7125,1982236986,209100,17228,2.5,2014/12/01
Houston,4494,1155508809,189300,18649,2.7,2015/01/01
Houston,5032,1286375234,196500,18811,2.7,2015/02/01
Houston,6773,1839472566,205700,19286,2.8,2015/03/01
Houston,7059,1942499557,207700,20099,2.9,2015/04/01
Houston,7357,2097957518,220100,21101,3.1,2015/05/01
Houston,8449,2490238594,222400,22311,3.2,2015/06/01
Houston,8945,2568156780,217600,23875,3.4,2015/07/01
Irving,69,8366542,95000,291,3,2000/01/01
Irving,84,9262770,90800,296,3,2000/02/01
Irving,97,12145882,97200,290,3,2000/03/01
Irving,113,13050938,96000,308,3.1,2000/04/01
Irving,121,14780301,98300,283,2.9,2000/05/01
Irving,126,15372612,1.00E+05,287,2.9,2000/06/01
Irving,87,11584342,99000,319,3.3,2000/07/01
Irving,119,16098214,98600,310,3.2,2000/08/01
Irving,90,11207186,99400,311,3.2,2000/09/01
Irving,105,13988673,97700,321,3.3,2000/10/01
Irving,94,11618648,101000,311,3.1,2000/11/01
Irving,79,9502970,103700,300,3,2000/12/01
Irving,91,12383611,99700,318,3.2,2001/01/01
Irving,83,11605842,102500,332,3.3,2001/02/01
Irving,118,19800452,121000,306,3,2001/03/01
Irving,118,14233510,104000,335,3.3,2001/04/01
Irving,141,17234549,108000,356,3.4,2001/05/01
Irving,135,18912975,110000,395,3.8,2001/06/01
Irving,108,14456022,107300,398,3.7,2001/07/01
Irving,117,15899408,108900,411,3.9,2001/08/01
Irving,100,15648345,110800,402,3.7,2001/09/01
Irving,109,15379042,106400,404,3.7,2001/10/01
Irving,91,12421624,109100,376,3.5,2001/11/01
Irving,103,13793897,103300,364,3.3,2001/12/01
Irving,77,9975399,107100,382,3.5,2002/01/01
Irving,81,10816607,110000,430,4,2002/02/01
Irving,104,13567458,109300,426,4,2002/03/01
Irving,111,15970050,112400,427,4,2002/04/01
Irving,128,16672050,109200,468,4.4,2002/05/01
Irving,100,16375285,120000,479,4.7,2002/06/01
Irving,137,18935265,113400,510,4.9,2002/07/01
Irving,104,13543127,113900,498,4.8,2002/08/01
Irving,105,15014765,110300,512,4.9,2002/09/01
Irving,86,12258161,111900,516,5,2002/10/01
Irving,73,10538784,116700,525,5.2,2002/11/01
Irving,92,12015504,108200,493,4.9,2002/12/01
Irving,68,9367563,108000,559,5.6,2003/01/01
Irving,74,10938372,119100,581,5.9,2003/02/01
Irving,96,16255985,117000,588,6,2003/03/01
Irving,126,19603480,120000,596,6,2003/04/01
Irving,114,17525153,120000,597,6.1,2003/05/01
Irving,112,17383879,121000,635,6.4,2003/06/01
Irving,117,16894893,121500,666,6.8,2003/07/01
Irving,114,17981773,119400,700,7.1,2003/08/01
Irving,106,15831098,113800,676,6.9,2003/09/01
Irving,117,16923609,115700,629,6.2,2003/10/01
Irving,95,14006259,117500,635,6.2,2003/11/01
Irving,79,13399325,126000,628,6.2,2003/12/01
Irving,76,11308288,115000,646,6.3,2004/01/01
Irving,82,14244179,128000,678,6.6,2004/02/01
Irving,125,20392909,119700,700,6.7,2004/03/01
Irving,127,20460031,118500,740,7,2004/04/01
Irving,121,17784461,117900,771,7.3,2004/05/01
Irving,114,16395234,119200,811,7.6,2004/06/01
Irving,134,21864720,123200,817,7.6,2004/07/01
Irving,125,19057154,116100,784,7.2,2004/08/01
Irving,120,19012278,121700,796,7.3,2004/09/01
Irving,102,15828048,121200,773,7.1,2004/10/01
Irving,107,16316544,119600,725,6.6,2004/11/01
Irving,127,22882673,118800,694,6.1,2004/12/01
Irving,77,11605820,115900,741,6.5,2005/01/01
Irving,99,17750004,112800,740,6.4,2005/02/01
Irving,124,23604740,121100,780,6.8,2005/03/01
Irving,122,19481136,118300,792,6.9,2005/04/01
Irving,142,23544356,124100,827,7.1,2005/05/01
Irving,161,25785552,119700,833,6.9,2005/06/01
Irving,145,25702662,123600,833,6.9,2005/07/01
Irving,142,23403652,124800,NA,NA,2005/08/01
Irving,124,22124324,119400,805,6.6,2005/09/01
Irving,112,21729424,131000,830,6.7,2005/10/01
Irving,115,18198584,119700,788,6.3,2005/11/01
Irving,121,18698848,122600,693,5.6,2005/12/01
Irving,86,14936311,122900,722,5.8,2006/01/01
Irving,106,21669713,132600,711,5.7,2006/02/01
Irving,148,25335014,116900,785,6.2,2006/03/01
Irving,129,20530545,115900,867,6.8,2006/04/01
Irving,135,27021855,134200,903,7.1,2006/05/01
Irving,169,28843828,121200,877,6.9,2006/06/01
Irving,146,28756226,131700,914,7.2,2006/07/01
Irving,144,25473708,125400,877,6.9,2006/08/01
Irving,126,22322089,120000,863,6.7,2006/09/01
Irving,131,21751872,126300,855,6.6,2006/10/01
Irving,122,20522988,125000,835,6.4,2006/11/01
Irving,132,24371490,136800,813,6.2,2006/12/01
Irving,100,15973018,130000,849,6.4,2007/01/01
Irving,138,23703750,135600,862,6.4,2007/02/01
Irving,168,29493918,132500,915,6.7,2007/03/01
Irving,146,27255778,135800,971,7,2007/04/01
Irving,170,30905020,132300,974,6.9,2007/05/01
Irving,166,31177830,145900,1006,7.1,2007/06/01
Irving,169,34836077,155800,1034,7.2,2007/07/01
Irving,172,33212753,151100,1090,7.5,2007/08/01
Irving,121,22268829,143000,1056,7.3,2007/09/01
Irving,120,22655123,147300,1040,7.2,2007/10/01
Irving,121,21290367,137500,975,6.8,2007/11/01
Irving,106,21708272,193300,895,6.3,2007/12/01
Irving,113,19403843,136200,940,6.6,2008/01/01
Irving,110,21529684,133300,954,6.8,2008/02/01
Irving,126,24991196,160000,974,7.1,2008/03/01
Irving,164,29993087,166200,976,7.1,2008/04/01
Irving,173,33359195,154200,924,6.7,2008/05/01
Irving,146,25075168,136000,885,6.5,2008/06/01
Irving,160,30090695,156200,884,6.5,2008/07/01
Irving,160,34117717,153300,871,6.5,2008/08/01
Irving,125,22044975,132700,825,6.1,2008/09/01
Irving,120,21920541,152000,815,6,2008/10/01
Irving,76,12268556,130000,790,6,2008/11/01
Irving,91,15623114,137300,740,5.7,2008/12/01
Irving,63,11127405,135000,781,6.2,2009/01/01
Irving,91,15011687,122000,774,6.2,2009/02/01
Irving,97,16479082,145600,795,6.5,2009/03/01
Irving,118,22178827,134500,812,6.9,2009/04/01
Irving,115,20132044,139100,841,7.4,2009/05/01
Irving,136,27342886,138000,776,6.9,2009/06/01
Irving,134,25167918,162200,794,7.2,2009/07/01
Irving,96,16756590,138600,798,7.6,2009/08/01
Irving,118,18666230,124300,766,7.3,2009/09/01
Irving,138,22730982,127700,759,7.2,2009/10/01
Irving,115,19592985,141100,761,7,2009/11/01
Irving,111,22475838,135500,714,6.4,2009/12/01
Irving,74,14038362,140000,764,6.8,2010/01/01
Irving,92,15470570,118300,768,6.9,2010/02/01
Irving,124,20187309,121800,822,7.2,2010/03/01
Irving,170,36748585,170000,810,6.8,2010/04/01
Irving,158,35178766,160000,896,7.3,2010/05/01
Irving,120,21273770,136500,937,7.8,2010/06/01
Irving,90,17473308,156000,966,8.2,2010/07/01
Irving,94,17645252,127500,966,8.3,2010/08/01
Irving,93,18778795,170000,898,7.8,2010/09/01
Irving,102,19491806,134000,867,7.7,2010/10/01
Irving,78,15230291,120000,839,7.7,2010/11/01
Irving,92,18546287,145000,756,7,2010/12/01
Irving,67,10375416,118300,763,7.2,2011/01/01
Irving,78,15388610,145000,772,7.3,2011/02/01
Irving,110,16853382,106700,765,7.3,2011/03/01
Irving,120,22922064,143300,770,7.7,2011/04/01
Irving,121,24429962,142000,768,7.9,2011/05/01
Irving,132,23020488,128600,766,7.8,2011/06/01
Irving,114,22614060,142500,725,7.2,2011/07/01
Irving,126,21759738,122900,668,6.5,2011/08/01
Irving,104,18119872,135000,635,6.1,2011/09/01
Irving,97,16152788,137000,601,5.8,2011/10/01
Irving,99,18085390,135500,557,5.3,2011/11/01
Irving,96,19030487,160000,476,4.5,2011/12/01
Irving,95,18250222,152500,472,4.4,2012/01/01
Irving,88,14764492,130000,495,4.6,2012/02/01
Irving,117,26270581,186000,532,4.9,2012/03/01
Irving,135,21201232,115000,524,4.7,2012/04/01
Irving,124,28349025,170000,540,4.9,2012/05/01
Irving,130,24737210,165700,582,5.3,2012/06/01
Irving,139,27695215,135800,548,4.9,2012/07/01
Irving,168,32285116,168000,548,4.7,2012/08/01
Irving,127,24388527,156200,520,4.4,2012/09/01
Irving,114,23382786,153300,473,4,2012/10/01
Irving,105,18684270,136700,431,3.6,2012/11/01
Irving,113,24195373,170000,389,3.2,2012/12/01
Irving,97,20588782,158300,383,3.2,2013/01/01
Irving,102,20249376,168000,381,3.1,2013/02/01
Irving,135,27713826,194000,354,2.9,2013/03/01
Irving,135,28027323,169000,373,3,2013/04/01
Irving,169,43406039,213100,368,2.9,2013/05/01
Irving,175,42247008,213500,378,2.9,2013/06/01
Irving,191,44243272,202400,404,3,2013/07/01
Irving,205,48194967,206700,426,3.1,2013/08/01
Irving,129,30123780,190000,414,3,2013/09/01
Irving,142,27824620,157500,426,3,2013/10/01
Irving,108,21549806,152700,410,2.9,2013/11/01
Irving,123,27064554,173800,356,2.5,2013/12/01
Irving,90,17212893,145700,342,2.4,2014/01/01
Irving,112,26301489,170800,339,2.4,2014/02/01
Irving,142,28982140,160000,316,2.2,2014/03/01
Irving,167,37671111,183800,324,2.2,2014/04/01
Irving,173,42727748,207600,368,2.5,2014/05/01
Irving,178,44774136,193300,375,2.6,2014/06/01
Irving,151,36648540,218800,388,2.7,2014/07/01
Irving,191,46304161,199200,366,2.6,2014/08/01
Irving,145,36411820,229500,351,2.4,2014/09/01
Irving,129,33161312,206800,346,2.4,2014/10/01
Irving,118,26056968,168000,319,2.2,2014/11/01
Irving,161,45640196,256500,270,1.8,2014/12/01
Irving,82,20208733,157800,278,1.9,2015/01/01
Irving,123,33088681,220500,271,1.8,2015/02/01
Irving,141,32245749,181200,275,1.9,2015/03/01
Irving,158,41530256,223100,316,2.2,2015/04/01
Irving,166,41729047,219400,333,2.3,2015/05/01
Irving,194,46433702,193300,325,2.2,2015/06/01
Irving,196,50898246,225000,379,2.5,2015/07/01
Kerrville,NA,NA,NA,NA,NA,2000/01/01
Kerrville,NA,NA,NA,NA,NA,2000/02/01
Kerrville,NA,NA,NA,NA,NA,2000/03/01
Kerrville,NA,NA,NA,NA,NA,2000/04/01
Kerrville,NA,NA,NA,NA,NA,2000/05/01
Kerrville,NA,NA,NA,NA,NA,2000/06/01
Kerrville,NA,NA,NA,NA,NA,2000/07/01
Kerrville,NA,NA,NA,NA,NA,2000/08/01
Kerrville,NA,NA,NA,NA,NA,2000/09/01
Kerrville,NA,NA,NA,NA,NA,2000/10/01
Kerrville,NA,NA,NA,NA,NA,2000/11/01
Kerrville,NA,NA,NA,NA,NA,2000/12/01
Kerrville,NA,NA,NA,NA,NA,2001/01/01
Kerrville,NA,NA,NA,NA,NA,2001/02/01
Kerrville,NA,NA,NA,NA,NA,2001/03/01
Kerrville,NA,NA,NA,NA,NA,2001/04/01
Kerrville,NA,NA,NA,NA,NA,2001/05/01
Kerrville,NA,NA,NA,NA,NA,2001/06/01
Kerrville,NA,NA,NA,NA,NA,2001/07/01
Kerrville,NA,NA,NA,NA,NA,2001/08/01
Kerrville,NA,NA,NA,NA,NA,2001/09/01
Kerrville,NA,NA,NA,NA,NA,2001/10/01
Kerrville,NA,NA,NA,NA,NA,2001/11/01
Kerrville,NA,NA,NA,NA,NA,2001/12/01
Kerrville,NA,NA,NA,NA,NA,2002/01/01
Kerrville,NA,NA,NA,NA,NA,2002/02/01
Kerrville,NA,NA,NA,NA,NA,2002/03/01
Kerrville,NA,NA,NA,NA,NA,2002/04/01
Kerrville,NA,NA,NA,NA,NA,2002/05/01
Kerrville,NA,NA,NA,NA,NA,2002/06/01
Kerrville,NA,NA,NA,NA,NA,2002/07/01
Kerrville,NA,NA,NA,NA,NA,2002/08/01
Kerrville,NA,NA,NA,NA,NA,2002/09/01
Kerrville,NA,NA,NA,NA,NA,2002/10/01
Kerrville,NA,NA,NA,NA,NA,2002/11/01
Kerrville,NA,NA,NA,NA,NA,2002/12/01
Kerrville,NA,NA,NA,NA,NA,2003/01/01
Kerrville,NA,NA,NA,NA,NA,2003/02/01
Kerrville,NA,NA,NA,NA,NA,2003/03/01
Kerrville,NA,NA,NA,NA,NA,2003/04/01
Kerrville,NA,NA,NA,NA,NA,2003/05/01
Kerrville,NA,NA,NA,NA,NA,2003/06/01
Kerrville,NA,NA,NA,NA,NA,2003/07/01
Kerrville,NA,NA,NA,NA,NA,2003/08/01
Kerrville,NA,NA,NA,NA,NA,2003/09/01
Kerrville,NA,NA,NA,NA,NA,2003/10/01
Kerrville,NA,NA,NA,NA,NA,2003/11/01
Kerrville,NA,NA,NA,NA,NA,2003/12/01
Kerrville,NA,NA,NA,NA,NA,2004/01/01
Kerrville,NA,NA,NA,NA,NA,2004/02/01
Kerrville,NA,NA,NA,NA,NA,2004/03/01
Kerrville,NA,NA,NA,NA,NA,2004/04/01
Kerrville,NA,NA,NA,NA,NA,2004/05/01
Kerrville,NA,NA,NA,NA,NA,2004/06/01
Kerrville,NA,NA,NA,NA,NA,2004/07/01
Kerrville,NA,NA,NA,NA,NA,2004/08/01
Kerrville,NA,NA,NA,NA,NA,2004/09/01
Kerrville,NA,NA,NA,NA,NA,2004/10/01
Kerrville,NA,NA,NA,NA,NA,2004/11/01
Kerrville,NA,NA,NA,NA,NA,2004/12/01
Kerrville,NA,NA,NA,NA,NA,2005/01/01
Kerrville,NA,NA,NA,NA,NA,2005/02/01
Kerrville,NA,NA,NA,NA,NA,2005/03/01
Kerrville,NA,NA,NA,NA,NA,2005/04/01
Kerrville,NA,NA,NA,NA,NA,2005/05/01
Kerrville,NA,NA,NA,NA,NA,2005/06/01
Kerrville,NA,NA,NA,NA,NA,2005/07/01
Kerrville,NA,NA,NA,NA,NA,2005/08/01
Kerrville,NA,NA,NA,NA,NA,2005/09/01
Kerrville,NA,NA,NA,NA,NA,2005/10/01
Kerrville,NA,NA,NA,NA,NA,2005/11/01
Kerrville,NA,NA,NA,NA,NA,2005/12/01
Kerrville,NA,NA,NA,NA,NA,2006/01/01
Kerrville,NA,NA,NA,NA,NA,2006/02/01
Kerrville,NA,NA,NA,NA,NA,2006/03/01
Kerrville,NA,NA,NA,NA,NA,2006/04/01
Kerrville,NA,NA,NA,NA,NA,2006/05/01
Kerrville,NA,NA,NA,NA,NA,2006/06/01
Kerrville,NA,NA,NA,NA,NA,2006/07/01
Kerrville,NA,NA,NA,NA,NA,2006/08/01
Kerrville,NA,NA,NA,NA,NA,2006/09/01
Kerrville,NA,NA,NA,NA,NA,2006/10/01
Kerrville,NA,NA,NA,NA,NA,2006/11/01
Kerrville,NA,NA,NA,NA,NA,2006/12/01
Kerrville,NA,NA,NA,NA,NA,2007/01/01
Kerrville,NA,NA,NA,NA,NA,2007/02/01
Kerrville,NA,NA,NA,NA,NA,2007/03/01
Kerrville,NA,NA,NA,NA,NA,2007/04/01
Kerrville,NA,NA,NA,NA,NA,2007/05/01
Kerrville,NA,NA,NA,NA,NA,2007/06/01
Kerrville,NA,NA,NA,NA,NA,2007/07/01
Kerrville,NA,NA,NA,NA,NA,2007/08/01
Kerrville,NA,NA,NA,NA,NA,2007/09/01
Kerrville,NA,NA,NA,NA,NA,2007/10/01
Kerrville,NA,NA,NA,NA,NA,2007/11/01
Kerrville,NA,NA,NA,NA,NA,2007/12/01
Kerrville,NA,NA,NA,NA,NA,2008/01/01
Kerrville,NA,NA,NA,NA,NA,2008/02/01
Kerrville,NA,NA,NA,NA,NA,2008/03/01
Kerrville,NA,NA,NA,NA,NA,2008/04/01
Kerrville,NA,NA,NA,NA,NA,2008/05/01
Kerrville,NA,NA,NA,NA,NA,2008/06/01
Kerrville,NA,NA,NA,NA,NA,2008/07/01
Kerrville,NA,NA,NA,NA,NA,2008/08/01
Kerrville,37,9495000,176700,708,NA,2008/09/01
Kerrville,33,8580000,206200,562,NA,2008/10/01
Kerrville,26,4955000,154300,549,NA,2008/11/01
Kerrville,21,3395000,156700,507,NA,2008/12/01
Kerrville,24,4225000,140000,NA,NA,2009/01/01
Kerrville,19,4450000,170000,568,NA,2009/02/01
Kerrville,37,7670000,157500,618,NA,2009/03/01
Kerrville,29,4497301,147500,650,23,2009/04/01
Kerrville,31,5216600,162000,650,22.7,2009/05/01
Kerrville,46,9321602,173300,700,23.1,2009/06/01
Kerrville,42,10416414,186700,700,22.3,2009/07/01
Kerrville,48,9193912,165500,700,21.4,2009/08/01
Kerrville,40,7246436,150000,700,21.2,2009/09/01
Kerrville,41,7884136,143300,700,20.8,2009/10/01
Kerrville,28,5179350,160000,738,21.8,2009/11/01
Kerrville,33,5566950,134000,681,19.6,2009/12/01
Kerrville,25,5254000,174000,660,18.9,2010/01/01
Kerrville,22,3998000,166700,578,16.4,2010/02/01
Kerrville,34,6911750,150000,732,21,2010/03/01
Kerrville,34,5469475,145000,750,21.2,2010/04/01
Kerrville,41,8369000,168300,770,21.3,2010/05/01
Kerrville,30,4949160,151400,795,22.8,2010/06/01
Kerrville,36,10137400,173300,821,23.9,2010/07/01
Kerrville,41,8191350,192500,828,24.5,2010/08/01
Kerrville,41,7959950,190000,773,22.8,2010/09/01
Kerrville,38,6686225,144000,761,22.7,2010/10/01
Kerrville,38,7745200,170000,760,22.1,2010/11/01
Kerrville,34,6366150,155000,760,22,2010/12/01
Kerrville,31,7106849,170000,777,22.2,2011/01/01
Kerrville,22,3702515,140000,788,22.5,2011/02/01
Kerrville,27,4653865,134000,842,24.5,2011/03/01
Kerrville,35,5619150,143300,856,24.8,2011/04/01
Kerrville,39,6601983,155000,875,25.5,2011/05/01
Kerrville,40,8930300,184000,884,25.1,2011/06/01
Kerrville,28,4234850,133300,912,26.4,2011/07/01
Kerrville,33,5611250,150000,911,26.9,2011/08/01
Kerrville,39,6311635,132900,864,25.7,2011/09/01
Kerrville,30,6825857,180000,840,25.5,2011/10/01
Kerrville,34,6546700,180000,795,24.3,2011/11/01
Kerrville,25,3789205,147500,742,23.2,2011/12/01
Kerrville,29,5420559,162500,776,24.4,2012/01/01
Kerrville,37,6268470,143300,799,24.2,2012/02/01
Kerrville,39,7494225,162000,835,24.6,2012/03/01
Kerrville,43,11662242,194000,833,24,2012/04/01
Kerrville,55,11493525,168300,875,24.3,2012/05/01
Kerrville,40,9066536,180000,882,24.5,2012/06/01
Kerrville,56,9990079,151400,878,22.9,2012/07/01
Kerrville,56,11346975,155000,875,21.7,2012/08/01
Kerrville,36,5865495,146700,827,20.7,2012/09/01
Kerrville,36,6947321,165000,869,21.5,2012/10/01
Kerrville,39,9031762,170000,880,21.5,2012/11/01
Kerrville,30,7074843,160000,803,19.4,2012/12/01
Kerrville,37,7363675,147500,824,19.6,2013/01/01
Kerrville,34,6711100,140000,819,19.6,2013/02/01
Kerrville,49,9468191,146000,808,19,2013/03/01
Kerrville,64,13776660,196000,682,15.4,2013/04/01
Kerrville,52,9364601,155000,820,18.6,2013/05/01
Kerrville,47,8492677,165000,779,17.4,2013/06/01
Kerrville,63,17718830,190000,768,17,2013/07/01
Kerrville,77,16909925,181700,755,16.1,2013/08/01
Kerrville,52,10704478,168000,724,15,2013/09/01
Kerrville,50,10080060,153300,740,14.9,2013/10/01
Kerrville,48,9241350,160000,710,14.1,2013/11/01
Kerrville,37,7763096,190000,687,13.5,2013/12/01
Kerrville,31,6169260,175000,722,14.3,2014/01/01
Kerrville,36,7809231,2.00E+05,731,14.5,2014/02/01
Kerrville,55,11744893,148300,741,14.5,2014/03/01
Kerrville,68,13583980,164400,728,14.2,2014/04/01
Kerrville,53,10342625,170000,705,13.7,2014/05/01
Kerrville,57,13408300,202300,685,13.1,2014/06/01
Kerrville,68,14305315,172000,718,13.6,2014/07/01
Kerrville,69,12843244,165000,692,13.3,2014/08/01
Kerrville,57,10000548,156700,712,13.6,2014/09/01
Kerrville,60,13796124,190000,707,13.3,2014/10/01
Kerrville,42,9279280,186700,687,13,2014/11/01
Kerrville,58,12226683,185700,626,11.5,2014/12/01
Kerrville,53,13489375,212500,643,11.4,2015/01/01
Kerrville,54,10751169,163300,630,10.9,2015/02/01
Kerrville,70,15362550,183300,623,10.5,2015/03/01
Kerrville,69,15797353,207500,656,11.1,2015/04/01
Kerrville,66,16223863,168000,656,10.9,2015/05/01
Kerrville,81,16859871,175000,648,10.4,2015/06/01
Kerrville,69,15350631,187500,646,10.4,2015/07/01
Killeen-Fort Hood,101,7595000,68000,1327,8.6,2000/01/01
Killeen-Fort Hood,124,8945000,66700,1311,8.5,2000/02/01
Killeen-Fort Hood,175,12325000,65900,1360,8.7,2000/03/01
Killeen-Fort Hood,169,12710000,69300,1414,8.9,2000/04/01
Killeen-Fort Hood,162,12760000,70000,1522,9.7,2000/05/01
Killeen-Fort Hood,207,17875000,79600,1447,9.2,2000/06/01
Killeen-Fort Hood,189,15785000,75600,1412,9,2000/07/01
Killeen-Fort Hood,197,15450000,73800,1449,9.1,2000/08/01
Killeen-Fort Hood,174,13570000,72800,1447,9,2000/09/01
Killeen-Fort Hood,142,11190000,73800,1502,9.3,2000/10/01
Killeen-Fort Hood,154,12075000,73200,1485,9.1,2000/11/01
Killeen-Fort Hood,112,8810000,72600,1485,9.3,2000/12/01
Killeen-Fort Hood,141,11935000,73700,NA,NA,2001/01/01
Killeen-Fort Hood,149,11765000,74100,NA,NA,2001/02/01
Killeen-Fort Hood,178,15320000,76400,1165,7.1,2001/03/01
Killeen-Fort Hood,164,13365000,74600,1111,6.8,2001/04/01
Killeen-Fort Hood,214,17980000,75300,1063,6.3,2001/05/01
Killeen-Fort Hood,222,20215000,79400,1033,6.1,2001/06/01
Killeen-Fort Hood,207,18915000,80300,1035,6,2001/07/01
Killeen-Fort Hood,207,18575000,78000,1009,5.9,2001/08/01
Killeen-Fort Hood,140,11300000,75500,1027,6.1,2001/09/01
Killeen-Fort Hood,140,11840000,75700,1068,6.3,2001/10/01
Killeen-Fort Hood,169,14735000,77100,1026,6,2001/11/01
Killeen-Fort Hood,169,14735000,77400,1012,5.8,2001/12/01
Killeen-Fort Hood,164,13465000,76200,1014,5.7,2002/01/01
Killeen-Fort Hood,139,11705000,75200,1077,6.1,2002/02/01
Killeen-Fort Hood,177,15630000,80600,1165,6.6,2002/03/01
Killeen-Fort Hood,182,15945000,77600,1169,6.6,2002/04/01
